t,n
00:01:13,1
00:06:12,1
00:11:10,1
00:16:09,1
00:21:08,1
00:26:07,1
00:31:05,1
00:36:04,1
00:41:03,1
00:46:02,1
00:51:00,1
00:55:59,1
01:00:58,1
01:05:57,1
01:10:56,1
01:15:54,1
01:20:53,1
01:25:52,1
01:30:50,1
01:35:49,1
01:40:48,1
01:45:47,1
01:50:46,1
01:55:44,1
02:00:43,1
02:05:42,1
02:10:40,1
02:15:39,1
02:20:38,1
02:25:37,1
02:30:36,1
02:35:34,1
02:40:33,1
02:45:32,1
02:50:31,1
02:55:29,1
03:00:28,1
03:05:27,1
03:10:26,1
03:15:24,1
03:20:23,1
03:25:22,1
03:30:21,1
03:35:19,1
03:40:18,1
03:45:17,1
03:50:16,1
03:55:14,1
04:00:13,1
04:05:12,1
04:10:11,1
04:15:09,1
04:20:08,1
04:25:07,1
04:30:06,1
04:35:05,1
04:40:03,1
04:45:02,1
04:50:01,1
04:54:59,1
04:59:58,1
05:04:57,1
05:09:56,1
05:14:54,1
05:19:53,1
05:24:52,1
05:29:51,1
05:34:49,1
05:39:48,1
05:44:47,1
05:49:46,1
05:54:44,1
05:59:43,1
06:04:42,1
06:09:41,1
06:14:40,1
06:19:38,1
06:24:37,1
06:29:36,1
06:34:35,1
06:39:33,1
06:44:32,1
06:49:31,1
06:54:29,1
06:59:28,1
07:04:27,1
07:09:26,1
07:14:25,1
07:19:23,1
07:24:22,1
07:29:21,1
07:34:20,1
07:39:18,1
07:44:17,1
07:49:16,1
07:54:15,1
07:59:13,1
08:04:12,1
08:09:11,1
08:14:10,1
08:19:08,1
08:24:07,1
08:29:06,1
08:34:05,1
08:39:04,1
08:44:02,1
08:49:01,1
08:54:00,1
08:58:58,1
09:03:57,1
09:08:56,1
09:13:55,1
09:18:53,1
09:23:52,1
09:28:51,1
09:33:50,1
09:38:48,1
09:43:47,1
09:48:46,1
09:53:45,1
09:58:43,1
10:03:42,1
10:08:41,1
10:13:40,1
10:18:38,1
10:23:37,1
10:28:36,1
10:33:35,1
10:38:33,1
10:43:32,1
10:48:31,1
10:53:30,1
10:58:29,1
11:03:27,1
11:08:26,1
11:13:25,1
11:18:24,1
11:23:22,1
11:28:21,1
11:33:20,1
11:38:19,1
11:43:17,1
11:48:16,1
11:53:15,1
11:58:14,1
12:03:12,1
12:08:11,1
12:13:10,1
12:18:09,1
12:23:07,1
12:28:06,1
12:33:05,1
12:38:04,1
12:43:02,1
12:48:01,1
12:53:00,1
12:57:59,1
13:02:57,1
13:07:56,1
13:12:55,1
13:17:54,1
13:22:52,1
13:27:51,1
13:32:50,1
13:37:49,1
13:42:47,1
13:47:46,1
13:52:45,1
13:57:44,1
14:02:42,1
14:07:41,1
14:12:40,1
14:17:39,1
14:22:38,1
14:27:36,1
14:32:35,1
14:37:34,1
14:42:33,1
14:47:31,1
14:52:30,1
14:57:29,1
15:02:28,1
15:07:26,1
15:12:25,1
15:17:24,1
15:22:23,1
15:27:21,1
15:32:20,1
15:37:19,1
15:42:18,1
15:47:16,1
15:52:15,1
15:57:14,1
16:02:13,1
16:07:11,1
16:12:10,1
16:17:09,1
16:22:08,1
16:27:06,1
16:32:05,1
16:37:04,1
16:42:03,1
16:47:02,1
16:52:00,1
16:56:59,1
17:01:58,1
17:06:56,1
17:11:55,1
17:16:54,1
17:21:53,1
17:26:51,1
17:31:50,1
17:36:49,1
17:41:48,1
17:46:47,1
17:51:45,1
17:56:44,1
18:01:43,1
18:06:41,1
18:11:40,1
18:16:39,1
18:21:38,1
18:26:36,1
18:31:35,1
18:36:34,1
18:41:33,1
18:46:31,1
18:51:30,1
18:56:29,1
19:01:28,1
19:06:27,1
19:11:25,1
19:16:24,1
19:21:23,1
19:26:22,1
19:31:20,1
19:36:19,1
19:41:18,1
19:46:17,1
19:51:15,1
19:56:14,1
20:01:13,1
20:06:12,1
20:11:10,1
20:16:09,1
20:21:08,1
20:26:07,1
20:31:06,1
20:36:04,1
20:41:03,1
20:46:02,1
20:51:00,1
20:55:59,1
21:00:58,1
21:05:57,1
21:10:55,1
21:15:54,1
21:20:53,1
21:25:52,1
21:30:50,1
21:35:49,1
21:40:48,1
21:45:47,1
21:50:45,1
21:55:44,1
22:00:43,1
22:05:42,1
22:10:40,1
22:15:39,1
22:20:38,1
22:25:37,1
22:30:35,1
22:35:34,1
22:40:33,1
22:45:32,1
22:50:31,1
22:55:29,1
23:00:28,1
23:05:27,1
23:10:26,1
23:15:24,1
23:20:23,1
23:25:22,1
23:30:21,1
23:35:19,1
23:40:18,1
23:45:17,1
23:50:16,1
23:55:14,1
