t,n
00:01:14,1
00:06:12,1
00:11:11,1
00:16:10,1
00:21:09,1
00:26:07,1
00:31:06,1
00:36:05,1
00:41:04,1
00:46:03,1
00:51:01,1
00:56:00,1
01:00:59,1
01:05:57,1
01:10:56,1
01:15:55,1
01:20:54,1
01:25:53,1
01:30:51,1
01:35:50,1
01:40:49,1
01:45:48,1
01:50:46,1
01:55:45,1
02:00:44,1
02:05:43,1
02:10:41,1
02:15:40,1
02:20:39,1
02:25:38,1
02:30:36,1
02:35:35,1
02:40:34,1
02:45:33,1
02:50:31,1
02:55:30,1
03:05:28,1
03:10:26,1
03:15:25,1
03:20:24,1
03:25:23,1
03:30:21,1
03:35:20,1
03:40:19,1
03:45:18,1
03:50:16,1
03:55:15,1
04:00:14,1
04:05:13,1
04:10:11,1
04:15:10,1
04:20:09,1
04:25:08,1
04:30:06,1
04:35:05,1
04:40:04,1
04:45:03,1
04:50:01,1
04:55:00,1
04:59:59,1
05:04:58,1
05:09:56,1
05:14:55,1
05:19:54,1
05:24:53,1
05:29:51,1
05:34:50,1
05:39:49,1
05:44:48,1
05:49:46,1
05:54:45,1
05:59:44,1
06:04:43,1
06:09:41,1
06:14:40,1
06:19:39,1
06:24:38,1
06:29:36,1
06:34:35,1
06:39:34,1
06:44:33,1
06:49:31,1
06:54:30,1
06:59:29,1
07:04:28,1
07:09:27,1
07:14:25,1
07:19:24,1
07:24:23,1
07:29:21,1
07:34:20,1
07:39:19,1
07:44:18,1
07:49:17,1
07:54:15,1
07:59:14,1
08:04:13,1
08:09:12,1
08:14:10,1
08:19:09,1
08:24:08,1
08:29:07,1
08:34:05,1
08:39:04,1
08:44:03,1
08:49:02,1
08:54:00,1
08:58:59,1
09:03:58,1
09:08:57,1
09:13:55,1
09:18:54,1
09:23:53,1
09:28:52,1
09:33:50,1
09:38:49,1
09:43:48,1
09:48:47,1
09:53:45,1
09:58:44,1
10:03:43,1
10:08:42,1
10:13:40,1
10:18:39,1
10:23:38,1
10:28:37,1
10:33:35,1
10:38:34,1
10:43:33,1
10:48:32,1
10:58:29,1
11:03:28,1
11:08:27,1
11:13:25,1
11:18:24,1
11:23:23,1
11:28:22,1
11:33:20,1
11:38:19,1
11:43:18,1
11:48:17,1
11:53:15,1
11:58:14,1
12:03:13,1
12:08:12,1
12:13:10,1
12:18:09,1
12:23:09,1
12:28:07,1
12:33:06,1
12:38:05,1
12:43:03,1
12:48:02,1
12:53:01,1
12:58:00,1
13:02:58,1
13:07:57,1
13:12:56,1
13:17:55,1
13:22:53,1
13:27:52,1
13:32:51,1
13:37:50,1
13:42:48,1
13:47:47,1
13:52:46,1
13:57:45,1
14:02:43,1
14:07:42,1
14:12:41,1
14:17:40,1
14:22:38,1
14:27:37,1
14:32:36,1
14:37:35,1
14:42:34,1
14:47:32,1
14:52:31,1
14:57:30,1
15:02:28,1
15:07:27,1
15:12:26,1
15:17:25,1
15:22:23,1
15:27:22,1
15:32:21,1
15:37:20,1
15:42:18,1
15:47:17,1
15:52:16,1
15:57:15,1
16:02:13,1
16:07:12,1
16:12:11,1
16:17:10,1
16:22:09,1
16:27:07,1
16:32:06,1
16:37:05,1
16:42:04,1
16:47:02,1
16:52:01,1
16:57:00,1
17:01:59,1
17:06:57,1
17:11:56,1
17:16:55,1
17:21:54,1
17:26:52,1
17:31:51,1
17:36:50,1
17:41:49,1
17:46:47,1
17:51:46,1
17:56:45,1
18:01:44,1
18:06:42,1
18:11:41,1
18:16:40,1
18:21:39,1
18:26:37,1
18:31:36,1
18:36:35,1
18:41:34,1
18:46:32,1
18:51:31,1
18:56:30,1
19:01:29,1
19:06:27,1
19:11:26,1
19:16:25,1
19:21:24,1
19:26:22,1
19:31:21,1
19:36:20,1
19:41:19,1
19:46:17,1
19:51:16,1
19:56:15,1
20:01:14,1
20:06:12,1
20:11:11,1
20:16:10,1
20:21:09,1
20:26:07,1
20:31:06,1
20:36:05,1
20:41:04,1
20:46:02,1
20:51:01,1
20:56:00,1
21:00:59,1
21:05:57,1
21:10:56,1
21:15:55,1
21:20:54,1
21:25:52,1
21:30:51,1
21:35:50,1
21:40:49,1
21:45:47,1
21:50:46,1
21:55:45,1
22:00:44,1
22:05:42,1
22:10:41,1
22:15:40,1
22:20:39,1
22:25:37,1
22:30:36,1
22:35:35,1
22:40:34,1
22:45:33,1
22:50:31,1
22:55:30,1
23:00:29,1
23:05:27,1
23:10:26,1
23:15:25,1
23:20:24,1
23:25:23,1
23:30:21,1
23:35:20,1
23:40:19,1
23:45:18,1
23:50:16,1
23:55:15,1
